No errors
No warnings
91 ms
data source=metars
4980 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KFYM 031935Z AUTO 16007G12KT 130V200 10SM CLR 18/05 A2990 RMK A01,KFYM,2024-02-03T19:35:00Z,35.0603,-86.5656,18,5,160,7,12,10+,29.90,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,297
KFYJ 031935Z AUTO 00000KT 10SM CLR 08/M03 A3004 RMK AO1 T00831029,KFYJ,2024-02-03T19:35:00Z,37.5224,-76.7663,8.3,-2.9,0,0,,10+,30.04,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3
KFYG 031935Z AUTO 12010G16KT 10SM CLR 14/09 A2986 RMK AO2,KFYG,2024-02-03T19:35:00Z,38.5877,-90.9915,14,9,120,10,16,10+,29.86,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,147
KFYE 031935Z AUTO VRB05G14KT 10SM FEW060 22/06 A2977 RMK A01,KFYE,2024-02-03T19:35:00Z,35.2061,-89.3929,22,6,VRB,5,14,10+,29.77,,,TRUE,TRUE,,,,,,,FEW,6000,,,,,,,VFR,,,,,,,,,,,,METAR,133
KFXY 031935Z AUTO 11011KT 7SM OVC005 01/00 A2998 RMK AO2,KFXY,2024-02-03T19:35:00Z,43.2323,-93.6237,1,0,110,11,,7,29.98,,,TRUE,TRUE,,,,,,,OVC,500,,,,,,,IFR,,,,,,,,,,,,METAR,366
KFWZ 031935Z AUTO 36003KT 7SM BKN006 M01/M01 A2959 RMK AO2,KFWZ,2024-02-03T19:35:00Z,42.512,-108.776,-1,-1,360,3,,7,29.59,,,TRUE,TRUE,,,,,,,BKN,600,,,,,,,IFR,,,,,,,,,,,,METAR,2605
KFWC 031935Z AUTO 10007KT CLR 12/02 A2995 RMK AO1 T01180018 PWINO,KFWC,2024-02-03T19:35:00Z,38.3796,-88.4135,11.8,1.8,100,7,,,29.95,,,TRUE,TRUE,,,,,TRUE,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,131
KFWB 031935Z AUTO VRB06G12KT 10SM CLR 12/07 A2973 RMK AO2,KFWB,2024-02-03T19:35:00Z,36.6933,-93.4049,12,7,VRB,6,12,10+,29.73,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,392
KFVX 031935Z AUTO 02005KT 10SM CLR 10/M03 A3002 RMK AO2 T01021032,KFVX,2024-02-03T19:35:00Z,37.363,-78.4372,10.2,-3.2,20,5,,10+,30.02,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,129
KFTN 031935Z AUTO VRB03KT 10SM CLR 24/06 A2967 RMK A01,KFTN,2024-02-03T19:35:00Z,28.2111,-100.024,24,6,VRB,3,,10+,29.67,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,236
KFSW 031935Z AUTO 08009KT 10SM 09/04 A2994 RMK AO2,KFSW,2024-02-03T19:35:00Z,40.6615,-91.3267,9,4,80,9,,10+,29.94,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,219
KFSO 031935Z AUTO 00000KT 10SM BKN019 BKN043 OVC050 M03/M07 A3015 RMK AO2 T10331074,KFSO,2024-02-03T19:35:00Z,44.9411,-73.0997,-3.3,-7.4,0,0,,10+,30.15,,,TRUE,TRUE,,,,,,,BKN,1900,BKN,4300,OVC,5000,,,MVFR,,,,,,,,,,,,METAR,70
KFSK 031935Z AUTO 15008KT 10SM -RA BKN075 OVC085 12/10 A2970 RMK AO2 T01230101,KFSK,2024-02-03T19:35:00Z,37.796,-94.7676,12.3,10.1,150,8,,10+,29.70,,,TRUE,TRUE,,,,,,-RA,BKN,7500,OVC,8500,,,,,VFR,,,,,,,,,,,,METAR,276
KFRR 031935Z AUTO 02007KT 10SM CLR 08/M03 A3003 RMK AO1,KFRR,2024-02-03T19:35:00Z,38.9169,-78.2487,8,-3,20,7,,10+,30.03,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,213
KFRH 031935Z AUTO 09011KT 10SM CLR 11/M03 A2995 RMK AO1,KFRH,2024-02-03T19:35:00Z,38.5034,-86.6442,11,-3,90,11,,10+,29.95,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,241
KFPY 031935Z AUTO 07007KT 050V130 10SM CLR 23/02 A2987 RMK AO2 T02310023,KFPY,2024-02-03T19:35:00Z,30.0719,-83.5731,23.1,2.3,70,7,,10+,29.87,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,12
KFPK 031935Z AUTO VRB02KT 10SM CLR 01/M03 A3012 RMK AO2,KFPK,2024-02-03T19:35:00Z,42.5764,-84.8125,1,-3,VRB,2,,10+,30.12,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,269
KFOT 031935Z AUTO 14012KT 10SM CLR 10/04 A2999 RMK AO1,KFOT,2024-02-03T19:35:00Z,40.5529,-124.134,10,4,140,12,,10+,29.99,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,118
KFOM 031935Z AUTO 10SM BKN080 06/M01 A2988 RMK AO1,KFOM,2024-02-03T19:35:00Z,38.9618,-112.36,6,-1,,,,10+,29.88,,,TRUE,TRUE,,,,,,,BKN,8000,,,,,,,VFR,,,,,,,,,,,,METAR,1519
KFOA 031935Z AUTO 09010KT 10SM CLR 11/02 A2995 RMK AO2,KFOA,2024-02-03T19:35:00Z,38.6673,-88.4527,11,2,90,10,,10+,29.95,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,141
KFMM 031935Z AUTO 11007KT 7SM -RA BKN016 BKN021 OVC040 05/05 A2951 RMK AO2,KFMM,2024-02-03T19:35:00Z,40.3315,-103.807,5,5,110,7,,7,29.51,,,TRUE,TRUE,,,,,,-RA,BKN,1600,BKN,2100,OVC,4000,,,MVFR,,,,,,,,,,,,METAR,1376
KFLY 031935Z AUTO 01009G17KT 1/4SM SN OVC007 00/00 A2948 RMK AO2 T00001002,KFLY,2024-02-03T19:35:00Z,38.9439,-104.568,0,-0.2,10,9,17,0.25,29.48,,,TRUE,TRUE,,,,,,SN,OVC,700,,,,,,,LIFR,,,,,,,,,,,,METAR,2096
KFKS 031935Z AUTO 29003KT 10SM OVC005 01/M02 A3015 RMK AO2 T00071017,KFKS,2024-02-03T19:35:00Z,44.6246,-86.1985,0.7,-1.7,290,3,,10+,30.15,,,TRUE,TRUE,,,,,,,OVC,500,,,,,,,IFR,,,,,,,,,,,,METAR,189
KFKR 031935Z AUTO 08009G15KT 10SM BKN008 01/01 A3004 RMK AO2,KFKR,2024-02-03T19:35:00Z,40.2748,-86.5644,1,1,80,9,15,10+,30.04,,,TRUE,TRUE,,,,,,,BKN,800,,,,,,,IFR,,,,,,,,,,,,METAR,260
KFKN 031935Z AUTO 33007KT 310V020 10SM CLR 10/M03 A3003 RMK AO2 T00951034,KFKN,2024-02-03T19:35:00Z,36.6984,-76.9032,9.5,-3.4,330,7,,10+,30.03,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,9
KFKA 031935Z AUTO 10009KT 10SM BKN015 03/00 A3000 RMK AO2,KFKA,2024-02-03T19:35:00Z,43.677,-92.174,3,0,100,9,,10+,30.00,,,TRUE,TRUE,,,,,,,BKN,1500,,,,,,,MVFR,,,,,,,,,,,,METAR,388
KFHB 031935Z AUTO 05020G26KT 10SM CLR 16/12 A2991 RMK AO2,KFHB,2024-02-03T19:35:00Z,30.6131,-81.4623,16,12,50,20,26,10+,29.91,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,4
KFGX 031935Z AUTO 08009KT 10SM CLR 09/M02 A3003 RMK AO2 T00931017,KFGX,2024-02-03T19:35:00Z,38.5383,-83.7467,9.3,-1.7,80,9,,10+,30.03,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,279
KFGN 031935Z AUTO 15004KT 10SM BKN012 M02/M04 A3000 RMK AO2,KFGN,2024-02-03T19:35:00Z,49.318,-94.902,-2,-4,150,4,,10+,30.00,,,TRUE,TRUE,,,,,,,BKN,1200,,,,,,,MVFR,,,,,,,,,,,,METAR,327
KFFX 031935Z AUTO 12003KT 10SM SCT010 01/M03 A3013 RMK AO2 T00061032,KFFX,2024-02-03T19:35:00Z,43.4417,-85.9936,0.6,-3.2,120,3,,10+,30.13,,,TRUE,TRUE,,,,,,,SCT,1000,,,,,,,VFR,,,,,,,,,,,,METAR,234
KFFM 031935Z AUTO 14013KT 8SM OVC007 02/02 A2997 RMK AO2,KFFM,2024-02-03T19:35:00Z,46.2865,-96.1534,2,2,140,13,,8,29.97,,,TRUE,TRUE,,,,,,,OVC,700,,,,,,,IFR,,,,,,,,,,,,METAR,362
KFFL 031935Z AUTO 08013KT 10SM CLR 07/03 A2994 RMK A01,KFFL,2024-02-03T19:35:00Z,41.0521,-91.9834,7,3,80,13,,10+,29.94,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,240
KFET 031935Z AUTO 08010KT 2 1/2SM BR OVC002 05/04 A2978 RMK AO2 T00500037,KFET,2024-02-03T19:35:00Z,41.4489,-96.5237,5,3.7,80,10,,2.5,29.78,,,TRUE,TRUE,,,,,,BR,OVC,200,,,,,,,LIFR,,,,,,,,,,,,METAR,366
KFEP 031935Z AUTO 10009G14KT CLR 07/02 A3006 RMK AO2 T00740018,KFEP,2024-02-03T19:35:00Z,42.2475,-89.581,7.4,1.8,100,9,14,,30.06,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,255
KFDW 031935Z AUTO 06006KT 10SM CLR 13/00 A2999 RMK AO1,KFDW,2024-02-03T19:35:00Z,34.3151,-81.1119,13,0,60,6,,10+,29.99,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,174
KFBR 031935Z AUTO 26020G25KT 5SM BR BKN013 OVC022 00/M01 A2975 RMK AO2 T00001013,KFBR,2024-02-03T19:35:00Z,41.3941,-110.406,0,-1.3,260,20,25,5,29.75,,,TRUE,TRUE,,,,,,BR,BKN,1300,OVC,2200,,,,,MVFR,,,,,,,,,,,,METAR,2140
KFBL 031935Z AUTO 10006KT 10SM OVC011 02/M01 A3003 RMK AO2,KFBL,2024-02-03T19:35:00Z,44.3298,-93.3119,2,-1,100,6,,10+,30.03,,,TRUE,TRUE,,,,,,,OVC,1100,,,,,,,MVFR,,,,,,,,,,,,METAR,318
KF70 031935Z AUTO 24005KT 10SM SCT038 13/03 A3003 RMK AO2,KF70,2024-02-03T19:35:00Z,33.577,-117.126,13,3,240,5,,10+,30.03,,,TRUE,TRUE,,,,,,,SCT,3800,,,,,,,VFR,,,,,,,,,,,,METAR,406
KF46 031935Z AUTO 13006G14KT 10SM OVC015 15/14 A2957 RMK AO2 T01500138,KF46,2024-02-03T19:35:00Z,32.9322,-96.4349,15,13.8,130,6,14,10+,29.57,,,TRUE,TRUE,,,,,,,OVC,1500,,,,,,,MVFR,,,,,,,,,,,,METAR,175
KF44 031935Z AUTO 13008KT 10SM SCT015 17/12 A2957 RMK AO2,KF44,2024-02-03T19:35:00Z,32.165,-95.829,17,12,130,8,,10+,29.57,,,TRUE,TRUE,,,,,,,SCT,1500,,,,,,,VFR,,,,,,,,,,,,METAR,137
KF17 031935Z AUTO 09006KT 10SM -RA OVC008 12/11 A2962 RMK AO2,KF17,2024-02-03T19:35:00Z,31.8277,-94.154,12,11,90,6,,10+,29.62,,,TRUE,TRUE,,,,,,-RA,OVC,800,,,,,,,IFR,,,,,,,,,,,,METAR,93
KF05 031935Z AUTO 21015KT 10SM CLR 17/04 A2950 RMK AO2 T01740042,KF05,2024-02-03T19:35:00Z,34.2283,-99.2834,17.4,4.2,210,15,,10+,29.50,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,384
KF00 031935Z AUTO 13009KT 10SM BKN013 OVC019 15/13 A2958 RMK AO2 T01460128,KF00,2024-02-03T19:35:00Z,33.6158,-96.1809,14.6,12.8,130,9,,10+,29.58,,,TRUE,TRUE,,,,,,,BKN,1300,OVC,1900,,,,,MVFR,,,,,,,,,,,,METAR,189
KEZZ 031935Z AUTO 09015KT 10SM SCT050 OVC120 10/07 A2978 RMK AO2 T00980067,KEZZ,2024-02-03T19:35:00Z,39.729,-94.2785,9.8,6.7,90,15,,10+,29.78,,,TRUE,TRUE,,,,,,,SCT,5000,OVC,12000,,,,,VFR,,,,,,,,,,,,METAR,317
KEZS 031935Z AUTO 00000KT 10SM OVC010 01/M01 A3014 RMK AO2 T00101010,KEZS,2024-02-03T19:35:00Z,44.787,-88.5639,1,-1,0,0,,10+,30.14,,,TRUE,TRUE,,,,,,,OVC,1000,,,,,,,MVFR,,,,,,,,,,,,METAR,247
KEZP 031935Z AUTO 35031KT 5SM BR FEW035 FEW041 BKN050 17/15 A2958 RMK A01,KEZP,2024-02-03T19:35:00Z,28.22,-92.794,17,15,350,31,,5,29.58,,,TRUE,TRUE,,,,,,BR,FEW,3500,FEW,4100,BKN,5000,,,MVFR,,,,,,,,,,,,METAR,30
KEZM 031935Z AUTO 10007KT 10SM CLR 17/06 A2996 RMK AO2,KEZM,2024-02-03T19:35:00Z,32.2136,-83.1321,17,6,100,7,,10+,29.96,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,86
KEZF 031935Z AUTO 30006KT 10SM CLR 10/M03 A3003 RMK AO2 T00961034,KEZF,2024-02-03T19:35:00Z,38.2685,-77.448,9.6,-3.4,300,6,,10+,30.03,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,26
KEVW 031935Z AUTO 24016KT 10SM BKN011 BKN019 OVC035 M02/M04 A2974 RMK AO2 SNE15 P0000 T10171044 TSNO $,KEVW,2024-02-03T19:35:00Z,41.2727,-111.031,-1.7,-4.4,240,16,,10+,29.74,,,TRUE,TRUE,TRUE,,TRUE,,,,BKN,1100,BKN,1900,OVC,3500,,,MVFR,,,,,,0.005,,,,,,SPECI,2178
KEVU 031935Z AUTO 10015G19KT 5SM HZ OVC047 10/07 A2978 RMK AO2 T01010070,KEVU,2024-02-03T19:35:00Z,40.3524,-94.9137,10.1,7,100,15,19,5,29.78,,,TRUE,TRUE,,,,,,HZ,OVC,4700,,,,,,,MVFR,,,,,,,,,,,,METAR,351
KETN 031935Z AUTO 24011G17KT 10SM CLR 17/01 A2956 RMK AO2 T01670012,KETN,2024-02-03T19:35:00Z,32.4164,-98.8113,16.7,1.2,240,11,17,10+,29.56,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,445
KERY 031935Z AUTO 17007KT 10SM CLR 04/M01 A3010 RMK AO2 T00411006,KERY,2024-02-03T19:35:00Z,46.3151,-85.4568,4.1,-0.6,170,7,,10+,30.10,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,261
KERV 031935Z AUTO 28019G25KT 10SM CLR 20/02 A2963 RMK AO2 T01970015,KERV,2024-02-03T19:35:00Z,29.9779,-99.0872,19.7,1.5,280,19,25,10+,29.63,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,483
KEQA 031935Z AUTO 13008KT 10SM BKN013 OVC021 14/13 A2961 RMK AO2,KEQA,2024-02-03T19:35:00Z,37.7753,-96.8145,14,13,130,8,,10+,29.61,,,TRUE,TRUE,,,,,,,BKN,1300,OVC,2100,,,,,MVFR,,,,,,,,,,,,METAR,422
KEOK 031935Z AUTO 11012KT 10SM CLR 09/03 A2994 RMK A01,KEOK,2024-02-03T19:35:00Z,40.4615,-91.4274,9,3,110,12,,10+,29.94,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,206
KENL 031935Z AUTO 11006KT 10SM CLR 12/03 A2993 RMK AO2 T01230029,KENL,2024-02-03T19:35:00Z,38.5095,-89.09,12.3,2.9,110,6,,10+,29.93,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,161
KEMM 031935Z AUTO 30018KT 7SM CLR M01/M05 A2970 RMK AO2,KEMM,2024-02-03T19:35:00Z,41.8224,-110.555,-1,-5,300,18,,7,29.70,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2219
KELO 031935Z AUTO 22005KT 10SM CLR 03/M03 A3002 RMK AO2,KELO,2024-02-03T19:35:00Z,47.8287,-91.8371,3,-3,220,5,,10+,30.02,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,438
KELK 031935Z AUTO 16014KT 10SM CLR 14/04 A2947 RMK AO2 T01440042 $,KELK,2024-02-03T19:35:00Z,35.4261,-99.3926,14.4,4.2,160,14,,10+,29.47,,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,603
KELA 031935Z AUTO 10SM CLR 22/21 A2961 RMK AO2 T02170212,KELA,2024-02-03T19:35:00Z,29.602,-96.3239,21.7,21.2,,,,10+,29.61,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,56
KEKX 031935Z AUTO 10005KT 10SM CLR 13/00 A2993 RMK AO2 T01251003,KEKX,2024-02-03T19:35:00Z,37.6924,-85.9204,12.5,-0.3,100,5,,10+,29.93,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,234
KEKS 031935Z AUTO 00000KT 2SM -SN FEW004 01/01 A2974 RMK AO2,KEKS,2024-02-03T19:35:00Z,45.276,-111.65,1,1,0,0,,2,29.74,,,TRUE,TRUE,,,,,,-SN,FEW,400,,,,,,,IFR,,,,,,,,,,,,METAR,1636
KEKM 031935Z VRB04KT 10SM CLR 03/M02 A3011 RMK AO2 T00311018 $,KEKM,2024-02-03T19:35:00Z,41.7222,-86,3.1,-1.8,VRB,4,,10+,30.11,,,,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,236
KEKE 031935Z AUTO 14018KT 3SM BR FEW009 SCT032 SCT038 18/17 A2949 RMK A01,KEKE,2024-02-03T19:35:00Z,28.497,-91.578,18,17,140,18,,3,29.49,,,TRUE,TRUE,,,,,,BR,FEW,900,SCT,3200,SCT,3800,,,MVFR,,,,,,,,,,,,METAR,31
KEIK 031935Z AUTO 35004KT 3/4SM -SN VV005 01/00 A2952 RMK AO2 T00050001,KEIK,2024-02-03T19:35:00Z,40.0117,-105.05,0.5,0.1,350,4,,0.75,29.52,,,TRUE,TRUE,,,,,,-SN,OVX,0,,,,,,,LIFR,,,,,,,,,,,500,METAR,1551
KEHY 031935Z AUTO 26019KT 4SM SCT006 SCT015 OVC026 00/M03 A2956 RMK AO2 PWINO,KEHY,2024-02-03T19:35:00Z,41.725,-106.459,0,-3,260,19,,4,29.56,,,TRUE,TRUE,,,,,TRUE,,SCT,600,SCT,1500,OVC,2600,,,MVFR,,,,,,,,,,,,METAR,2239
KEHA 031935Z AUTO 13010KT 10SM BKN030 10/02 A2944 RMK AO2 T01010016,KEHA,2024-02-03T19:35:00Z,37.0011,-101.88,10.1,1.6,130,10,,10+,29.44,,,TRUE,TRUE,,,,,,,BKN,3000,,,,,,,MVFR,,,,,,,,,,,,METAR,1103
KEGV 031935Z AUTO 00000KT 10SM CLR 06/M07 A3005 RMK AO2 T00581075,KEGV,2024-02-03T19:35:00Z,45.9309,-89.267,5.8,-7.5,0,0,,10+,30.05,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,499
KEGT 031935Z AUTO 15017G21KT 10SM BKN017 OVC024 13/10 A2958 RMK AO2 T01320100,KEGT,2024-02-03T19:35:00Z,37.3251,-97.3901,13.2,10,150,17,21,10+,29.58,,,TRUE,TRUE,,,,,,,BKN,1700,OVC,2400,,,,,MVFR,,,,,,,,,,,,METAR,387
KEFT 031935Z AUTO 10008KT 10SM CLR 07/03 A3004 RMK AO2 T00700029,KEFT,2024-02-03T19:35:00Z,42.6196,-89.5931,7,2.9,100,8,,10+,30.04,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,332
KEFK 031935Z AUTO 35007KT 10SM SCT048 M04/M09 A3007 RMK AO2 T10401092,KEFK,2024-02-03T19:35:00Z,44.8886,-72.2296,-4,-9.2,350,7,,10+,30.07,,,TRUE,TRUE,,,,,,,SCT,4800,,,,,,,VFR,,,,,,,,,,,,METAR,282
KEDU 031935Z AUTO 02006KT 10SM FEW009 10/08 A3005 RMK AO1,KEDU,2024-02-03T19:35:00Z,38.53,-121.788,10,8,20,6,,10+,30.05,,,TRUE,TRUE,,,,,,,FEW,900,,,,,,,VFR,,,,,,,,,,,,METAR,20
KEDN 031935Z AUTO 11010KT 10SM CLR 20/05 A2983 RMK AO1 T02030049,KEDN,2024-02-03T19:35:00Z,31.299,-85.9,20.3,4.9,110,10,,10+,29.83,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,103
KEDJ 031935Z AUTO 05004KT 10SM CLR 05/M00 A3008 RMK A01,KEDJ,2024-02-03T19:35:00Z,40.3714,-83.8142,5,0,50,4,,10+,30.08,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,341
KEDC 031935Z AUTO 29006G12KT 9SM SCT100 21/07 A2958 RMK AO2,KEDC,2024-02-03T19:35:00Z,30.3926,-97.5621,21,7,290,6,12,9,29.58,,,TRUE,TRUE,,,,,,,SCT,10000,,,,,,,VFR,,,,,,,,,,,,METAR,184
KECU 031935Z AUTO 27022G30KT 10SM SCT080 BKN095 19/M02 A2968 RMK AO2,KECU,2024-02-03T19:35:00Z,29.948,-100.174,19,-2,270,22,30,10+,29.68,,,TRUE,TRUE,,,,,,,SCT,8000,BKN,9500,,,,,VFR,,,,,,,,,,,,METAR,725
KECS 031935Z AUTO 00000KT 3SM RA SCT005 SCT027 OVC039 05/04 A2965 RMK AO2,KECS,2024-02-03T19:35:00Z,43.8845,-104.312,5,4,0,0,,3,29.65,,,TRUE,TRUE,,,,,,RA,SCT,500,SCT,2700,OVC,3900,,,MVFR,,,,,,,,,,,,METAR,1273
KEBS 031935Z AUTO 10016KT 3SM BR OVC005 02/00 A2992 RMK AO2,KEBS,2024-02-03T19:35:00Z,42.4372,-93.8725,2,0,100,16,,3,29.92,,,TRUE,TRUE,,,,,,BR,OVC,500,,,,,,,IFR,,,,,,,,,,,,METAR,340
KEBG 031935Z AUTO 04015G18KT 10SM CLR 26/10 A2963 RMK AO2 PRESFR,KEBG,2024-02-03T19:35:00Z,26.4433,-98.1255,26,10,40,15,18,10+,29.63,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,21
KEBA 031935Z AUTO 07006KT 10SM CLR 14/01 A2998 RMK AO2,KEBA,2024-02-03T19:35:00Z,34.0957,-82.8121,14,1,70,6,,10+,29.98,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,180
KE77 031935Z AUTO 27012KT 10SM CLR 11/00 A3003 RMK AO2,KE77,2024-02-03T19:35:00Z,32.634,-110.647,11,0,270,12,,10+,30.03,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,989
KE57 031935Z AUTO 30025G40KT 5SM HZ FEW085 15/M05 A2952 RMK AO2,KE57,2024-02-03T19:35:00Z,32.976,-102.843,15,-5,300,25,40,5,29.52,,,TRUE,TRUE,,,,,,HZ,FEW,8500,,,,,,,MVFR,,,,,,,,,,,,METAR,1090
KE42 031935Z AUTO 15019G23KT 10SM CLR 13/00 A2941 RMK AO2 T01281002,KE42,2024-02-03T19:35:00Z,36.2193,-101.194,12.8,-0.2,150,19,23,10+,29.41,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,942
KE41 031935Z AUTO 27018G36KT 10SM SCT041 SCT049 BKN075 15/M05 A2963 RMK AO2 T01521047,KE41,2024-02-03T19:35:00Z,31.1945,-101.473,15.2,-4.7,270,18,36,10+,29.63,,,TRUE,TRUE,,,,,,,SCT,4100,SCT,4900,BKN,7500,,,VFR,,,,,,,,,,,,METAR,825
KE38 031935Z AUTO 26028G37KT 10SM CLR 12/M06 A2978 RMK AO2 T01151058,KE38,2024-02-03T19:35:00Z,30.3851,-103.68,11.5,-5.8,260,28,37,10+,29.78,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1372
KE16 031935Z AUTO 17003KT 10SM CLR 10/07 A3002 RMK AO2 PWINO PNO,KE16,2024-02-03T19:35:00Z,37.0797,-121.598,10,7,170,3,,10+,30.02,,,TRUE,TRUE,,,,,TRUE,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,84
KE11 031935Z AUTO 28018G29KT 10SM CLR 14/M05 A2957 RMK AO2 T01421049,KE11,2024-02-03T19:35:00Z,32.3281,-102.528,14.2,-4.9,280,18,29,10+,29.57,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,966
KDZJ 031935Z AUTO 04006KT 10SM CLR 15/02 A2993 RMK AO2 T01470017,KDZJ,2024-02-03T19:35:00Z,34.8552,-84.0014,14.7,1.7,40,6,,10+,29.93,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,578
KDZB 031935Z AUTO 27007KT 10SM SCT110 20/02 A2961 RMK AO2 T01990023,KDZB,2024-02-03T19:35:00Z,30.521,-98.3574,19.9,2.3,270,7,,10+,29.61,,,TRUE,TRUE,,,,,,,SCT,11000,,,,,,,VFR,,,,,,,,,,,,METAR,329
KDYT 031935Z AUTO 00000KT 10SM OVC009 M01/M02 A3009 RMK AO2,KDYT,2024-02-03T19:35:00Z,46.7231,-92.0438,-1,-2,0,0,,10+,30.09,,,TRUE,TRUE,,,,,,,OVC,900,,,,,,,IFR,,,,,,,,,,,,METAR,185
KDYB 031935Z AUTO VRB07KT 330V040 10SM CLR 14/M00 A2997 RMK AO2,KDYB,2024-02-03T19:35:00Z,33.062,-80.28,14,0,VRB,7,,10+,29.97,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,15
KDXX 031935Z AUTO 12010KT 4SM BR OVC005 03/03 A2997 RMK AO2,KDXX,2024-02-03T19:35:00Z,44.9839,-96.1789,3,3,120,10,,4,29.97,,,TRUE,TRUE,,,,,,BR,OVC,500,,,,,,,IFR,,,,,,,,,,,,METAR,327
